"","x"
"1",NA
"2",NA
"3",NA
"4",NA
"5",NA
"6",NA
"7",NA
"8",NA
"9",NA
"10",NA
"11",NA
"12",NA
"13",NA
"14",NA
"15",NA
"16",NA
"17",NA
"18",NA
"19",NA
"20",NA
"21",NA
"22",NA
"23",0.146572129585814
"24",68.1863337463333
"25",70.7180796351199
"26",58.51480399819
"27",9.84780163825812
"28",13.4805170657635
"29",66.0081921818365
"30",70.4254787058315
"31",70.861066026168
"32",62.5314832574216
"33",51.6440866077932
"34",57.2120534316524
"35",49.0679749481642
"36",10.2852425161951
"37",64.5422289415977
"38",65.2171854829551
"39",62.6550857264629
"40",0.0747872513275492
"41",62.8153387849467
"42",63.571878962018
"43",61.2916561221294
"44",67.3398704057281
"45",61.4172462260606
"46",50.8931070619788
"47",25.0485695837642
"48",43.2468840445819
"49",0.247382093426884
"50",52.2750816636633
"51",68.7791004011117
"52",52.7578976928482
"53",50.7988090933704
"54",56.7698333582998
"55",24.7438403942167
"56",34.9159449534566
"57",79.8033382895918
"58",63.0119526731623
"59",59.1706353132396
"60",53.2403738653141
"61",40.1557840395872
"62",47.8853257008387
"63",71.8358238636988
"64",69.2224438195071
"65",84.2939094939343
"66",52.4997646980039
"67",54.8641685014893
"68",58.1920565621732
"69",56.4425384615583
"70",77.9858466787923
"71",42.5353048725863
"72",56.5746315911293
"73",48.3429949812093
"74",52.8083850966516
"75",53.9712460631262
"76",44.1493187980297
"77",54.8326645679378
"78",69.5777232896023
"79",34.3069777882795
"80",47.1337783369053
"81",26.1336224943466
"82",58.7316373006084
"83",48.5267443112025
"84",52.9397930663471
"85",54.0819139638304
"86",51.6146936780274
"87",49.5829584783477
"88",40.9548369467847
"89",117.84359864593
"90",29.1806751648733
"91",50.2667398784154
"92",48.4773439850472
"93",41.0741315702366
"94",0.147084429383107
"95",32.5654389121059
"96",56.5860456434489
"97",38.3764857026448
"98",8.56042601955604
"99",46.3126341368266
"100",53.4914734545213
"101",47.0798404769253
"102",76.284096007868
"103",86.4649714582516
"104",107.401361221014
"105",86.0967147794864
"106",117.62991921212
"107",117.354122646759
"108",118.674054571927
"109",85.1635511053136
"110",25.2652077122819
"111",55.2102297072751
"112",48.0852463253751
"113",74.5689492393456
"114",74.9871483880375
"115",74.8589920786262
"116",14.1689576465849
"117",25.1095935190715
"118",83.5303962266167
"119",93.6112104406485
"120",90.759645745546
"121",97.3875219070951
"122",127.592995910617
"123",162.717380768851
"124",118.78337420139
"125",68.049837997756
"126",17.8546856650959
"127",69.709947615334
"128",85.1643866272058
"129",89.0820848239357
"130",0.510349369490954
"131",104.395636241568
"132",105.159243932529
"133",131.576676318588
"134",42.4794028409469
"135",62.6263701491828
"136",98.3725900435733
"137",49.2843717993046
"138",43.4073322281146
"139",18.2883946453668
"140",82.0008579295822
"141",0.0715530354924416
"142",58.7819124729661
"143",87.1861989300561
"144",9.3653171846719
"145",44.9989632457946
"146",45.4863121358013
"147",40.2028601426761
"148",25.6318709576678
"149",56.728965744388
"150",34.2986550632646
"151",24.605547996356
"152",0.326994038551623
"153",59.7165862318023
"154",52.4353891541578
"155",48.3955671837355
"156",36.8523394795723
"157",60.4638355618699
"158",0.100768323124837
"159",43.319041975575
"160",35.8229471442174
"161",59.2772051809661
"162",23.1071907109667
"163",44.2316807752357
"164",43.1273400082086
"165",41.9882500674927
"166",50.9566258960767
"167",65.6474840902203
"168",88.129668312679
"169",68.0473119533559
"170",79.8759289722389
"171",44.461015709318
"172",66.0650211903016
"173",69.3034494050398
"174",24.1975843959313
"175",72.6119208833407
"176",90.452962738996
"177",0.457049189408162
"178",54.175905878129
"179",36.3015329090525
"180",51.1628547164056
"181",39.0735194139506
"182",73.3876204553096
"183",47.9021817180738
"184",97.8385244331698
"185",89.6082748762591
"186",90.5590851933919
"187",91.3729471031524
"188",67.8151426377092
"189",98.0926981733055
"190",93.4253851085518
"191",9.74190009251319
"192",49.9768431705856
"193",97.6961985842844
"194",94.8019476757738
"195",50.7101721575857
"196",6.08523776155213
"197",66.5100519904335
"198",112.37968505722
"199",103.210942612106
"200",87.5802618793343
"201",105.804108161397
"202",52.6966650082276
"203",52.0033553803503
"204",32.1173801754223
"205",109.298524380629
"206",89.9067300571368
"207",114.354822936998
"208",111.191620687342
"209",75.7654192722902
"210",10.6279718254091
"211",60.7976506661206
"212",10.5853543074948
"213",63.7354671012264
"214",67.7257742004536
"215",84.1416231937048
"216",2.46601435671962
"217",28.2188260212105
"218",85.4632933856394
"219",92.5893944105781
"220",110.862299131465
"221",23.195948302628
"222",37.6474969342417
"223",110.481340954081
"224",45.3846724973071
"225",52.6026589224056
"226",107.544397264337
"227",84.0944847176856
"228",66.5666530103584
"229",92.3416912714838
"230",74.1531672198211
"231",72.7387026009707
"232",83.0231966083714
"233",23.8999642926897
"234",94.9853930005603
"235",8.03883658570558
"236",96.9526189186865
"237",21.2784705699921
"238",34.1613080351365
"239",68.8269357818333
"240",69.5158793180303
"241",91.1269977673517
"242",76.2356827553303
"243",56.5354518426852
"244",105.400832655484
"245",63.5017454044355
"246",11.6369367401127
"247",87.0576556897111
"248",91.9508877192019
"249",24.4633098233412
"250",82.9311018004499
"251",104.011939705629
"252",88.4555519592159
"253",105.43940541692
"254",80.1462845585489
"255",61.568706027244
"256",7.26512187504676
"257",32.4648529696599
"258",94.0208493057541
"259",69.8143558659572
"260",69.183646661886
"261",62.6898842211688
"262",1.48445330786599
"263",74.5764173025675
"264",76.9431054846942
"265",68.1172396919011
"266",14.8807034482193
"267",79.9669492689233
"268",18.8241846557913
"269",58.7128971452521
"270",74.6654853947215
"271",75.9851364767369
"272",79.8687963665897
"273",44.5548363170699
"274",72.5676527387094
"275",104.74363687031
"276",74.8749667496128
"277",99.3862524523477
"278",90.417060836365
"279",112.048858083136
"280",105.174621068518
"281",60.9036122253389
"282",79.4242298816172
"283",83.1883173123011
"284",107.547500702588
"285",95.9661914893482
"286",101.254682851235
"287",99.4602149266078
"288",117.351122856707
"289",104.309877452602
"290",90.1680110060081
"291",45.7535848083312
"292",106.08367068668
"293",55.4081335436764
"294",121.460827758969
"295",85.7744681763358
"296",26.9911999959858
"297",65.2787801847004
"298",35.6988952857518
"299",91.2455238733722
"300",92.2655899341896
"301",104.787101397371
"302",87.3056528106373
"303",80.0085026662856
"304",91.9987136398546
"305",89.4175088397962
"306",91.6936887013996
"307",106.103832269594
"308",101.370521475483
"309",83.8174234262095
"310",101.988051271334
"311",90.7305618757918
"312",99.8215200765092
"313",89.0882690037284
"314",88.4839123092787
"315",92.9734964805976
"316",99.2861460821315
"317",74.3117780369125
"318",74.1423113066639
"319",98.3258938000051
"320",91.2477769089188
"321",86.9610580609055
"322",88.1619399041666
"323",85.3142049407197
"324",82.4433155619288
"325",74.7701500380784
"326",97.3006721000321
"327",77.8487656496112
"328",97.3296888387366
"329",97.6356802002744
"330",108.689592538472
"331",109.305917164226
"332",79.7066230868586
"333",87.2419167563177
"334",75.9812999089178
"335",92.2415869618516
"336",93.2602603404955
"337",85.0511807511017
"338",83.8169368833285
"339",101.870090028769
"340",91.4982959001764
"341",110.774176654213
"342",63.8751475249745
"343",121.880589634051
"344",105.805537529278
"345",87.0077339333038
"346",99.860775246948
"347",100.518348843231
"348",77.3146141864507
"349",88.1769376423542
"350",90.1336936763517
"351",99.4800682314778
"352",88.4368513198331
"353",93.5887897208422
"354",114.452963668163
"355",76.098564560906
"356",96.4831511246014
"357",85.6049995403292
"358",94.3865147568897
"359",97.8461891258649
"360",103.942614651735
"361",89.2830939539956
"362",86.8049876110404
"363",73.2045924792871
"364",105.39434992542
"365",93.9592340482146
"366",94.2080471352069
"367",87.4792898756871
"368",99.3278500788798
"369",108.385649824919
"370",117.029853025418
"371",99.8718453522563
"372",88.5746282981189
"373",89.2773958327215
"374",94.2536347987155
"375",92.9518867331619
"376",103.786113712885
"377",119.271491996705
"378",103.995003576678
"379",80.4927321524272
"380",114.874526679371
"381",104.486125681002
"382",99.7714738963954
"383",95.5337094759443
"384",106.267220784636
"385",102.54381867173
"386",101.483472914874
"387",106.230540377338
"388",102.887081604134
"389",101.524163072731
"390",88.5086718609383
"391",96.7865975693194
"392",100.590164190098
"393",120.435357998766
"394",108.634517715771
"395",21.6767852993126
"396",105.366260247842
"397",121.189492633656
"398",128.670050632823
"399",111.956637623383
"400",133.40037555757
"401",111.139253307273
"402",104.144456781263
"403",117.260166609523
"404",112.01396478485
"405",101.00025788846
"406",107.003374528435
"407",113.340404206285
"408",106.234231099441
"409",103.221654998252
"410",120.596905935151
"411",110.0711437292
"412",104.013289956333
"413",126.96720018894
"414",136.443316877471
"415",117.916594124335
"416",105.270103608924
"417",97.7263775251536
"418",115.73130495794
"419",28.9636606467869
"420",15.0791433354579
"421",22.6599933699679
"422",37.8038773761253
"423",34.5673394360485
"424",17.7567793224962
"425",17.5551794257071
"426",19.3836928461316
"427",48.1316923760302
"428",0.738714308155226
"429",13.2316879465139
"430",NA
"431",2.1679608790028
"432",69.562003475988
"433",48.8959761057083
"434",65.4850637437942
"435",58.7280708645756
"436",77.2481780984168
"437",90.6165995552835
"438",59.3317277378739
"439",69.0640799881306
"440",84.260067229616
"441",63.5494818911973
"442",18.3657376025158
"443",47.2328068747585
"444",56.8850588706442
"445",56.8754045359557
"446",64.0187349559092
"447",82.2755309039868
"448",38.144485060411
"449",48.9702203676581
"450",12.6905201426451
"451",62.3297445094999
"452",72.909365338014
"453",88.4784313601152
"454",78.4926961984313
"455",12.684316335742
"456",52.3061937760086
"457",67.5345877186102
"458",6.18925548337016
"459",39.6327136687238
"460",68.8956334887619
"461",58.7152919403125
"462",85.1110634080177
"463",62.2699502599388
"464",62.0173677740007
"465",38.645940911127
"466",51.5389965882028
"467",29.7006031497774
"468",67.5120984547803
